card_strategy,base_strategy,legs,season,week,weekly_rank,game_id,matchup,side,result,straight_units,abs_pred_edge,market_residual,total_bin,line_provider
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2021,4,1,401282765,Kent State at Maryland,under,win,0.9090909090909091,6.396032254324186,-18.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2021,5,1,401282650,Duke at North Carolina,under,win,0.9090909090909091,10.742954146547564,-29.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2021,5,1,401286302,Toledo at Massachusetts,under,win,0.9090909090909091,8.81509708483496,-4.5,56-63,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2021,6,1,401309616,Coastal Carolina at Arkansas State,under,win,0.9090909090909091,8.575756238367632,-2.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2021,6,1,401282769,Maryland at Ohio State,under,loss,-1.0,7.61957217363565,11.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2021,7,1,401309572,Kent State at Western Michigan,under,loss,-1.0,7.235599864449224,26.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2021,7,1,401310720,Utah State at UNLV,under,win,0.9090909090909091,6.353211679919595,-12.0,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2021,8,1,401309624,Louisiana at Arkansas State,under,win,0.9090909090909091,9.866321829818377,-15.0,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2021,8,1,401282236,Western Kentucky at Florida International,under,win,0.9090909090909091,8.82318801628276,-24.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2021,9,1,401310731,Hawai'i at Utah State,under,loss,-1.0,7.005936637092066,16.0,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2021,9,1,401282814,Penn State at Ohio State,under,win,0.9090909090909091,5.507232158753796,-3.5,56-63,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2021,10,1,401309581,Central Michigan at Western Michigan,under,loss,-1.0,8.676609505682412,7.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2021,10,1,401309633,App State at Arkansas State,under,win,0.9090909090909091,8.45237289560279,-6.0,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2021,11,1,401309587,Ball State at Northern Illinois,under,win,0.9090909090909091,10.519942797373478,-1.0,56-63,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2021,11,1,401309584,Akron at Western Michigan,under,loss,-1.0,8.314018938675144,23.0,56-63,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2021,12,1,401282786,Michigan State at Ohio State,under,win,0.9090909090909091,7.913930282855815,-7.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2021,12,1,401282261,Marshall at Charlotte,under,loss,-1.0,7.846528787660583,15.0,56-63,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2021,13,1,401282153,Vanderbilt at Tennessee,under,loss,-1.0,8.074269993112413,1.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2021,13,1,401282702,Pittsburgh at Syracuse,under,win,0.9090909090909091,7.503679686372626,-13.5,56-63,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2021,14,1,401387250,USC at California,under,win,0.9090909090909091,8.524494092200374,-19.5,56-63,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2021,14,1,401282156,Western Kentucky at UTSA,under,loss,-1.0,6.864293312729115,15.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2022,1,1,401426530,Charlotte at Florida Atlantic,under,win,0.9090909090909091,6.06162277019612,-4.0,56-63,Bovada
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2022,1,1,401403966,TCU at Colorado,under,win,0.9090909090909091,5.537506880135425,-8.5,56-63,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2022,2,1,401405079,Arkansas State at Ohio State,under,win,0.9090909090909091,7.325238038693952,-11.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2022,2,1,401404066,Kent State at Oklahoma,under,win,0.9090909090909091,6.078734305275162,-36.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2022,3,1,401403992,Fresno State at USC,under,win,0.9090909090909091,7.890280581937624,-9.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2022,3,1,401426554,Charlotte at Georgia State,under,loss,-1.0,6.1024821430523,19.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2022,4,1,401404078,TCU at SMU,under,loss,-1.0,8.365244024080845,4.0,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2022,4,1,401403998,UCLA at Colorado,under,loss,-1.0,6.554256476011887,5.0,56-63,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2022,5,1,401415188,Brown at Rhode Island,under,win,0.9090909090909091,7.561758413331244,-18.0,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2022,5,1,401403904,Eastern Washington at Florida,under,win,0.9090909090909091,5.837180726987314,-2.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2022,6,1,401404089,TCU at Kansas,under,win,0.9090909090909091,9.446470402187726,-1.0,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2022,6,1,401404090,Texas at Oklahoma,under,win,0.9090909090909091,6.605242146813482,-16.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2022,7,1,401404094,Kansas at Oklahoma,under,loss,-1.0,7.684122943996046,28.0,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2022,7,1,401416623,Ohio at Western Michigan,under,win,0.9090909090909091,6.659350657300339,-14.5,56-63,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2022,8,1,401404099,West Virginia at Texas Tech,under,win,0.9090909090909091,9.030477854350185,-7.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2022,8,1,401413230,Eastern Washington at Cal Poly,under,win,0.9090909090909091,7.035625688309225,-48.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2022,9,1,401404103,TCU at West Virginia,under,loss,-1.0,7.680898849078784,2.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2022,9,1,401411148,Wake Forest at Louisville,under,loss,-1.0,7.204555514705928,3.0,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2022,10,1,401404030,Oregon at Colorado,under,win,0.9090909090909091,7.945650392809189,-3.5,56-63,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2022,10,1,401404028,UCLA at Arizona State,under,loss,-1.0,7.390250207210241,19.0,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2022,11,1,401426605,Louisiana Tech at UTSA,under,win,0.9090909090909091,7.867911368701316,-10.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2022,11,1,401415656,SMU at South Florida,under,win,0.9090909090909091,6.164524197185624,-8.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2022,12,1,401404044,USC at UCLA,under,loss,-1.0,10.502326326798832,15.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2022,12,1,401403947,Ole Miss at Arkansas,under,loss,-1.0,7.348758903157652,1.0,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2022,13,1,401404046,UCLA at California,under,loss,-1.0,5.998562565861985,0.5,56-63,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2022,13,1,401415666,Memphis at SMU,under,win,0.9090909090909091,5.85070272455452,-3.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2022,14,1,401437009,Clemson at North Carolina,under,win,0.9090909090909091,4.982220290887896,-15.0,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2022,14,1,401437008,UCF at Tulane,under,loss,-1.0,3.589973809920646,15.5,56-63,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2022,15,1,401507652,Incarnate Word at Sacramento State,under,loss,-1.0,5.71543821453695,51.5,63+,Bovada
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2022,15,1,401507650,Samford at North Dakota State,under,win,0.9090909090909091,4.477924001365344,-35.5,56-63,Bovada
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2023,2,1,401525830,SMU at Oklahoma,under,win,0.9090909090909091,7.5221743121293425,-29.5,63+,DraftKings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2023,2,1,401531378,UAB at Georgia Southern,under,loss,-1.0,5.011389123854257,21.0,56-63,DraftKings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2023,3,1,401520249,Georgia Southern at Wisconsin,under,win,0.9090909090909091,6.449052398376985,-16.5,63+,Bovada
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2023,3,1,401525836,TCU at Houston,under,win,0.9090909090909091,4.132041040446576,-15.0,63+,Bovada
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2023,4,1,401540157,Texas Southern at Grambling,under,win,0.9090909090909091,5.395589430360288,-5.5,63+,Caesars Sportsbook (Colorado)
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2023,4,1,401531871,Georgia Southern at Ball State,under,win,0.9090909090909091,3.787374847557941,-18.0,56-63,DraftKings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2023,5,1,401520288,LSU at Ole Miss,under,loss,-1.0,7.665586289649568,37.0,63+,DraftKings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2023,5,1,401524021,Washington at Arizona,under,win,0.9090909090909091,5.371036110919599,-12.0,63+,DraftKings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2023,6,1,401520308,Arkansas at Ole Miss,under,win,0.9090909090909091,9.415956527596183,-15.5,56-63,DraftKings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2023,6,1,401540292,Rhode Island at Brown,under,loss,-1.0,5.777013507738943,0.5,63+,William Hill (New Jersey)
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2023,7,1,401531381,UAB at UTSA,under,win,0.9090909090909091,6.0253598401748905,-6.0,63+,DraftKings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2023,7,1,401524034,Oregon at Washington,under,loss,-1.0,5.504369441984216,2.0,63+,DraftKings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2023,8,1,401525528,Boston College at Georgia Tech,under,loss,-1.0,5.563942687508985,4.0,56-63,DraftKings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2023,8,1,401532602,Utah State at San José State,under,win,0.9090909090909091,5.2555547092179085,-2.5,63+,DraftKings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2023,10,1,401531910,Georgia Southern at Texas State,under,push,0.0,7.037228040312656,0.0,63+,DraftKings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2023,10,1,401524048,Washington at USC,under,loss,-1.0,5.480544211675618,17.5,63+,DraftKings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2023,11,1,401525892,Oklahoma State at UCF,under,win,0.9090909090909091,7.296319374145147,-16.0,63+,DraftKings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2023,11,1,401531437,North Texas at SMU,under,win,0.9090909090909091,4.453605948327004,-2.0,63+,DraftKings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2023,12,1,401524060,Washington at Oregon State,under,win,0.9090909090909091,7.863422080884453,-22.0,63+,DraftKings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2023,12,1,401540493,Maine at New Hampshire,under,win,0.9090909090909091,5.652451139321101,-2.5,63+,ESPN Bet
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2023,13,1,401520430,Georgia at Georgia Tech,under,win,0.9090909090909091,10.132179936002354,-5.5,56-63,Bovada
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2023,13,1,401525900,TCU at Oklahoma,under,loss,-1.0,4.110745959626859,48.5,63+,Bovada
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2024,1,1,401628319,Western Kentucky at Alabama,under,loss,-1.0,7.842665219208476,3.0,56-63,DraftKings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2024,1,1,401634300,TCU at Stanford,under,push,0.0,7.002891129269016,0.0,56-63,DraftKings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2024,2,1,401628342,Middle Tennessee at Ole Miss,under,win,0.9090909090909091,6.179899712357153,-8.0,56-63,DraftKings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2024,2,1,401643708,Georgia Southern at Nevada,under,win,0.9090909090909091,5.513970895048729,-21.5,56-63,DraftKings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2024,3,1,401628360,Kent State at Tennessee,under,loss,-1.0,7.080696940647416,8.5,56-63,DraftKings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2024,3,1,401636869,Oklahoma State at Tulsa,under,win,0.9090909090909091,6.447786846822884,-7.5,56-63,DraftKings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2024,4,1,401628366,Georgia Southern at Ole Miss,under,win,0.9090909090909091,9.083769972987094,-3.5,63+,DraftKings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2024,4,1,401643790,South Alabama at App State,under,win,0.9090909090909091,6.787808837443402,-0.5,56-63,DraftKings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2024,5,1,401636882,TCU at Kansas,under,loss,-1.0,6.1220066626904375,6.5,56-63,DraftKings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2024,5,1,401636883,Oklahoma State at Kansas State,under,loss,-1.0,5.092654118158898,4.0,56-63,DraftKings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2024,6,1,401635572,Pittsburgh at North Carolina,under,win,0.9090909090909091,6.895575549010539,-5.0,56-63,DraftKings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2024,6,1,401643800,South Alabama at Arkansas State,under,win,0.9090909090909091,4.142138012784975,-28.5,56-63,DraftKings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2024,7,1,401643806,App State at Louisiana,under,win,0.9090909090909091,4.395400709321383,-6.0,63+,DraftKings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2024,7,1,401635577,Georgia Tech at North Carolina,under,loss,-1.0,3.5897674198148923,14.5,56-63,DraftKings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2024,9,1,401628667,Towson at Monmouth,under,win,0.9090909090909091,3.811624850868384,-22.5,56-63,ESPN Bet
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2024,9,1,401643741,New Mexico at Colorado State,under,win,0.9090909090909091,3.744607124450517,-38.5,56-63,DraftKings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2024,10,1,401640994,Jacksonville State at Liberty,under,win,0.9090909090909091,8.941076111437116,-12.0,63+,DraftKings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2024,10,1,401634114,Portland State at Sacramento State,under,loss,-1.0,5.268942483996617,27.5,63+,ESPN Bet
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2024,11,1,401643754,New Mexico at San Diego State,under,win,0.9090909090909091,7.365801957848033,-28.0,63+,DraftKings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2024,11,1,401634006,Tennessee State at Western Illinois,under,loss,-1.0,5.676041342302643,2.5,56-63,ESPN Bet
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2024,12,1,401634122,Idaho State at Eastern Washington,under,loss,-1.0,7.541269220102683,49.5,63+,ESPN Bet
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2024,12,1,401635583,Wake Forest at North Carolina,under,win,0.9090909090909091,5.098037380574472,-9.5,63+,DraftKings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2024,13,1,401645372,East Carolina at North Texas,under,win,0.9090909090909091,6.2862383140255655,-6.5,63+,DraftKings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2024,13,1,401643767,UNLV at San José State,under,win,0.9090909090909091,6.245799021890251,-16.5,56-63,DraftKings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2024,14,1,401641006,Jacksonville State at Western Kentucky,under,win,0.9090909090909091,5.22447997143353,-26.5,56-63,DraftKings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2024,14,1,401635623,Miami at Syracuse,under,loss,-1.0,5.148263696674192,12.5,63+,DraftKings
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2016,1,1,400869090,Hawai'i at California,under,loss,-1.0,5.0682476300282016,16.0,63+,teamrankings
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2016,1,1,400869507,Oklahoma at Houston,under,win,0.9090909090909091,4.704696529060801,-9.5,63+,teamrankings
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2016,1,2,400869342,Indiana at Florida International,under,win,0.9090909090909091,4.262248586225167,-17.0,63+,teamrankings
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2016,1,2,400869176,Boise State at Louisiana,under,win,0.9090909090909091,4.057366146871094,-9.5,63+,teamrankings
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2016,2,1,400869430,Troy at Clemson,under,win,0.9090909090909091,10.697025273230008,-8.0,56-63,teamrankings
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2016,2,1,400869511,Cincinnati at Purdue,under,loss,-1.0,8.558090690991504,0.5,56-63,teamrankings
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2016,2,2,400869107,California at San Diego State,under,loss,-1.0,5.718630977047348,25.5,56-63,teamrankings
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2016,2,2,400868947,Nevada at Notre Dame,under,win,0.9090909090909091,4.478440424598642,-13.0,56-63,teamrankings
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2016,3,1,400869109,Arizona State at UTSA,under,loss,-1.0,9.395962686329131,2.0,56-63,teamrankings
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2016,3,1,400868995,New Mexico State at Kentucky,under,loss,-1.0,7.740946043312929,38.5,63+,teamrankings
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2016,3,2,400869362,Troy at Southern Miss,under,loss,-1.0,7.165101136951651,7.0,56-63,teamrankings
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2016,3,2,400869517,Houston at Cincinnati,under,win,0.9090909090909091,5.475355666887477,-7.0,56-63,teamrankings
